site,lon180_requested,lat_requested,lon360_grid,lon180_grid,lat_grid,depth_idx,depth_mid_m,depth_top_m,depth_bot_m,dz_m,scenario,temp_C,pO2_kPa,zmeso,zmicro,I_day_rel,I_night_rel
BATS,-64.1667,31.6667,295.5,-64.5,31.5,21,1200,1150,1250,100,ssp585,6.914137840271,16.6402854919434,2.54190524628939e-07,4.96850312003971e-08,3.28040476726965e-11,9.99999996004197e-13
BATS,-64.1667,31.6667,295.5,-64.5,31.5,22,1300,1250,1350,100,ssp585,6.16116714477539,16.8843231201172,2.52787629051454e-07,4.8892594861627e-08,4.38787938275564e-12,9.99999996004197e-13
BATS,-64.1667,31.6667,295.5,-64.5,31.5,23,1400,1350,1468.75,118.75,ssp585,5.73263216018677,17.0301780700684,2.46228637479362e-07,4.58747919651614e-08,9.99999996004197e-13,9.99999996004197e-13
BATS,-64.1667,31.6667,295.5,-64.5,31.5,24,1537.5,1468.75,1643.75,175,ssp585,5.42386770248413,17.183406829834,2.2685658507271e-07,3.9259859363483e-08,9.99999996004197e-13,9.99999996004197e-13
BATS,-64.1667,31.6667,295.5,-64.5,31.5,25,1750,1643.75,1906.25,262.5,ssp585,5.17099285125732,17.3035583496094,1.94595585867319e-07,3.07705683155746e-08,9.99999996004197e-13,9.99999996004197e-13
BATS,-64.1667,31.6667,295.5,-64.5,31.5,26,2062.5,1906.25,2281.25,375,ssp585,4.91537714004517,17.2768402099609,1.52820121002151e-07,2.25627054817323e-08,9.99999996004197e-13,9.99999996004197e-13
BATS,-64.1667,31.6667,295.5,-64.5,31.5,27,2500,2281.25,2750,468.75,ssp585,4.51745653152466,16.9485969543457,9.77014451564173e-08,1.38684086437024e-08,9.99999996004197e-13,9.99999996004197e-13
BATS,-64.1667,31.6667,295.5,-64.5,31.5,28,3000,2750,3250,500,ssp585,3.90918517112732,15.8683404922485,5.95953650872616e-08,8.19660872508621e-09,9.99999996004197e-13,9.99999996004197e-13
BATS,-64.1667,31.6667,295.5,-64.5,31.5,29,3500,3250,3750,500,ssp585,3.19945478439331,14.1675090789795,4.1130135741696e-08,5.52978240975222e-09,9.99999996004197e-13,9.99999996004197e-13
BATS,-64.1667,31.6667,295.5,-64.5,31.5,30,4000,3750,4250,500,ssp585,2.68742227554321,12.9315032958984,3.40384502806046e-08,4.46636017059632e-09,9.99999996004197e-13,9.99999996004197e-13
BATS,-64.1667,31.6667,295.5,-64.5,31.5,31,4500,4250,4750,500,ssp585,2.45184206962585,12.3719244003296,3.2619194456629e-08,4.23500745583283e-09,9.99999996004197e-13,9.99999996004197e-13
BATS,-64.1667,31.6667,295.5,-64.5,31.5,32,5000,4750,5250,500,ssp585,NaN,NaN,NaN,NaN,9.99999996004197e-13,9.99999996004197e-13
BATS,-64.1667,31.6667,295.5,-64.5,31.5,33,5500,5250,5750,500,ssp585,NaN,NaN,NaN,NaN,9.99999996004197e-13,9.99999996004197e-13
BATS,-64.1667,31.6667,295.5,-64.5,31.5,34,6000,5750,6250,500,ssp585,NaN,NaN,NaN,NaN,9.99999996004197e-13,9.99999996004197e-13
BATS,-64.1667,31.6667,295.5,-64.5,31.5,35,6500,6250,6750,500,ssp585,NaN,NaN,NaN,NaN,9.99999996004197e-13,9.99999996004197e-13
CCE,-123,34,237.5,-122.5,33.5,1,2.5,0,6.25,6.25,hist,16.9911727905273,21.7451057434082,0.00199855281971395,0.00127979868557304,0.950951099395752,0.000950951070990413
CCE,-123,34,237.5,-122.5,33.5,2,10,6.25,15,8.75,hist,16.8968734741211,21.7407493591309,0.00200881552882493,0.00128172989934683,0.817772924900055,0.000817772932350636
CCE,-123,34,237.5,-122.5,33.5,3,20,15,26.25,11.25,hist,16.5523662567139,21.7737369537354,0.00201456458307803,0.0012659503845498,0.668752551078796,0.000668752531055361
CCE,-123,34,237.5,-122.5,33.5,4,32.5,26.25,41.875,15.625,hist,15.5870475769043,21.7684783935547,0.00174537755083293,0.00110592402052134,0.520063519477844,0.000520063505973667
CCE,-123,34,237.5,-122.5,33.5,5,51.25,41.875,63.125,21.25,hist,14.221604347229,21.18310546875,0.00107180164195597,0.00065936369355768,0.356650412082672,0.000356650416506454
CCE,-123,34,237.5,-122.5,33.5,6,75,63.125,87.5,24.375,hist,12.7421798706055,19.7142353057861,0.000386296713259071,0.000181990719283931,0.22117979824543,0.00022117979824543
CCE,-123,34,237.5,-122.5,33.5,7,100,87.5,112.5,25,hist,11.0606088638306,17.452766418457,0.000100784214737359,2.65987691818736e-05,0.133760318160057,0.000133760317112319
CCE,-123,34,237.5,-122.5,33.5,8,125,112.5,140.625,28.125,hist,9.79162502288818,14.6684226989746,3.07561094814446e-05,5.23842300026445e-06,0.0808926597237587,8.08926561148837e-05
CCE,-123,34,237.5,-122.5,33.5,9,156.25,140.625,178.125,37.5,hist,8.89589405059814,11.2357110977173,9.95669870462734e-06,1.44780415212153e-06,0.0431406199932098,4.31406187999528e-05
CCE,-123,34,237.5,-122.5,33.5,10,200,178.125,225,46.875,hist,8.19126510620117,7.61810255050659,2.90179673356761e-06,4.71919690880895e-07,0.0178918223828077,1.78918216988677e-05
CCE,-123,34,237.5,-122.5,33.5,11,250,225,281.25,56.25,hist,7.59178495407104,5.40464973449707,9.21917148843931e-07,1.7323067424968e-07,0.00654362188652158,6.54362202112679e-06
CCE,-123,34,237.5,-122.5,33.5,12,312.5,281.25,356.25,75,hist,6.94856071472168,4.48713874816895,3.5950671417595e-07,7.29644753505454e-08,0.00186111312359571,1.86111310540582e-06
CCE,-123,34,237.5,-122.5,33.5,13,400,356.25,450,93.75,hist,6.39221906661987,3.87020254135132,1.75212846897921e-07,3.49678543898335e-08,0.000320117309456691,3.20117294450029e-07
CCE,-123,34,237.5,-122.5,33.5,14,500,450,550,100,hist,5.98359441757202,3.21979665756226,1.10758207938488e-07,2.07708765742609e-08,4.28189887315966e-05,4.28189892431874e-08
CCE,-123,34,237.5,-122.5,33.5,15,600,550,650,100,hist,5.64435720443726,2.69411492347717,8.53763424402132e-08,1.53778856315512e-08,5.72748149352265e-06,5.72748160010406e-09
CCE,-123,34,237.5,-122.5,33.5,16,700,650,750,100,hist,5.27226543426514,2.24327921867371,7.25681488233931e-08,1.28655877063011e-08,7.66109735650389e-07,7.66109731209497e-10
CCE,-123,34,237.5,-122.5,33.5,17,800,750,850,100,hist,4.89223957061768,1.83587276935577,6.27396659069746e-08,1.09511821833053e-08,1.02475084418074e-07,1.02475083973985e-10
CCE,-123,34,237.5,-122.5,33.5,18,900,850,950,100,hist,4.5061936378479,1.4406886100769,5.52346683946325e-08,9.5976808722753e-09,1.37070994554733e-08,1.37070996913957e-11
CCE,-123,34,237.5,-122.5,33.5,19,1000,950,1050,100,hist,4.00842618942261,1.07982814311981,4.60096316601266e-08,8.05887268029437e-09,1.83346593463085e-09,1.83346588779332e-12
CCE,-123,34,237.5,-122.5,33.5,20,1100,1050,1150,100,hist,3.57676672935486,1.01504468917847,3.77224083081273e-08,6.71138700170104e-09,2.45244990981774e-10,9.99999996004197e-13
CCE,-123,34,237.5,-122.5,33.5,21,1200,1150,1250,100,hist,3.27468800544739,1.11003696918488,3.16811430423058e-08,5.6612265986189e-09,3.28040476726965e-11,9.99999996004197e-13
CCE,-123,34,237.5,-122.5,33.5,22,1300,1250,1350,100,hist,3.05689024925232,1.28845047950745,2.6777570383274e-08,4.70337679914223e-09,4.38787938275564e-12,9.99999996004197e-13
CCE,-123,34,237.5,-122.5,33.5,23,1400,1350,1468.75,118.75,hist,2.882244348526,1.50826668739319,2.27254712825697e-08,3.84621712257172e-09,9.99999996004197e-13,9.99999996004197e-13
CCE,-123,34,237.5,-122.5,33.5,24,1537.5,1468.75,1643.75,175,hist,2.66431951522827,1.90139746665955,1.86197564033819e-08,2.97071300892071e-09,9.99999996004197e-13,9.99999996004197e-13
CCE,-123,34,237.5,-122.5,33.5,25,1750,1643.75,1906.25,262.5,hist,2.4053065776825,2.42435145378113,1.51106469559181e-08,2.26691776461507e-09,9.99999996004197e-13,9.99999996004197e-13
CCE,-123,34,237.5,-122.5,33.5,26,2062.5,1906.25,2281.25,375,hist,2.13662528991699,3.09774351119995,1.28889903194818e-08,1.80383730175038e-09,9.99999996004197e-13,9.99999996004197e-13
CCE,-123,34,237.5,-122.5,33.5,27,2500,2281.25,2750,468.75,hist,1.86175441741943,4.1104907989502,1.26138912648344e-08,1.68803859779132e-09,9.99999996004197e-13,9.99999996004197e-13
CCE,-123,34,237.5,-122.5,33.5,28,3000,2750,3250,500,hist,1.57898449897766,5.67770719528198,1.44210492436514e-08,1.87297066744918e-09,9.99999996004197e-13,9.99999996004197e-13
CCE,-123,34,237.5,-122.5,33.5,29,3500,3250,3750,500,hist,1.36754441261292,6.9158353805542,1.80027832641372e-08,2.30243268894981e-09,9.99999996004197e-13,9.99999996004197e-13
CCE,-123,34,237.5,-122.5,33.5,30,4000,3750,4250,500,hist,1.2906641960144,7.3298921585083,1.99837106862333e-08,2.54187471071532e-09,9.99999996004197e-13,9.99999996004197e-13
CCE,-123,34,237.5,-122.5,33.5,31,4500,4250,4750,500,hist,NaN,NaN,NaN,NaN,9.99999996004197e-13,9.99999996004197e-13
CCE,-123,34,237.5,-122.5,33.5,32,5000,4750,5250,500,hist,NaN,NaN,NaN,NaN,9.99999996004197e-13,9.99999996004197e-13
CCE,-123,34,237.5,-122.5,33.5,33,5500,5250,5750,500,hist,NaN,NaN,NaN,NaN,9.99999996004197e-13,9.99999996004197e-13
CCE,-123,34,237.5,-122.5,33.5,34,6000,5750,6250,500,hist,NaN,NaN,NaN,NaN,9.99999996004197e-13,9.99999996004197e-13
CCE,-123,34,237.5,-122.5,33.5,35,6500,6250,6750,500,hist,NaN,NaN,NaN,NaN,9.99999996004197e-13,9.99999996004197e-13
CCE,-123,34,237.5,-122.5,33.5,1,2.5,0,6.25,6.25,ssp585,19.6561851501465,21.760929107666,0.00187173811718822,0.00117377459537238,0.950951099395752,0.000950951070990413
CCE,-123,34,237.5,-122.5,33.5,2,10,6.25,15,8.75,ssp585,19.5311031341553,21.7681541442871,0.00189566530752927,0.00118244392797351,0.817772924900055,0.000817772932350636
CCE,-123,34,237.5,-122.5,33.5,3,20,15,26.25,11.25,ssp585,19.0371780395508,21.8855018615723,0.00191297638230026,0.00117382151074708,0.668752551078796,0.000668752531055361
CCE,-123,34,237.5,-122.5,33.5,4,32.5,26.25,41.875,15.625,ssp585,17.8376731872559,21.9260673522949,0.00164766423404217,0.00100044428836554,0.520063519477844,0.000520063505973667
CCE,-123,34,237.5,-122.5,33.5,5,51.25,41.875,63.125,21.25,ssp585,16.313892364502,21.1951580047607,0.000998005387373269,0.000583323184400797,0.356650412082672,0.000356650416506454
CCE,-123,34,237.5,-122.5,33.5,6,75,63.125,87.5,24.375,ssp585,14.6083498001099,19.2865924835205,0.000309737020870671,0.000148345483466983,0.22117979824543,0.00022117979824543
CCE,-123,34,237.5,-122.5,33.5,7,100,87.5,112.5,25,ssp585,12.9521293640137,16.6376037597656,7.2568938776385e-05,2.04464322450804e-05,0.133760318160057,0.000133760317112319
CCE,-123,34,237.5,-122.5,33.5,8,125,112.5,140.625,28.125,ssp585,11.6866998672485,13.6408271789551,2.12343056773534e-05,3.73843499801296e-06,0.0808926597237587,8.08926561148837e-05
CCE,-123,34,237.5,-122.5,33.5,9,156.25,140.625,178.125,37.5,ssp585,10.6945829391479,10.4094724655151,6.81538949720562e-06,1.0772041605378e-06,0.0431406199932098,4.31406187999528e-05
CCE,-123,34,237.5,-122.5,33.5,10,200,178.125,225,46.875,ssp585,9.70163726806641,7.82849311828613,2.0188208509353e-06,3.6349754850562e-07,0.0178918223828077,1.78918216988677e-05
CCE,-123,34,237.5,-122.5,33.5,11,250,225,281.25,56.25,ssp585,8.77888774871826,6.74807500839233,7.04269154994108e-07,1.51174177176472e-07,0.00654362188652158,6.54362202112679e-06
CCE,-123,34,237.5,-122.5,33.5,12,312.5,281.25,356.25,75,ssp585,7.99852561950684,6.03598403930664,3.26589088217588e-07,7.43621058063582e-08,0.00186111312359571,1.86111310540582e-06
CCE,-123,34,237.5,-122.5,33.5,13,400,356.25,450,93.75,ssp585,7.34402465820312,5.331298828125,1.761594319305e-07,3.73085171645471e-08,0.000320117309456691,3.20117294450029e-07
CCE,-123,34,237.5,-122.5,33.5,14,500,450,550,100,ssp585,6.78512668609619,4.82317924499512,1.16291097640442e-07,2.25180780688561e-08,4.28189887315966e-05,4.28189892431874e-08
CCE,-123,34,237.5,-122.5,33.5,15,600,550,650,100,ssp585,6.29578018188477,4.23811292648315,8.91109905865051e-08,1.61837494516703e-08,5.72748149352265e-06,5.72748160010406e-09
CCE,-123,34,237.5,-122.5,33.5,16,700,650,750,100,ssp585,5.80455541610718,3.47382068634033,7.41690797667616e-08,1.30211841309347e-08,7.66109735650389e-07,7.66109731209497e-10
CCE,-123,34,237.5,-122.5,33.5,17,800,750,850,100,ssp585,5.34861373901367,2.69984793663025,6.44898534574168e-08,1.1129507093699e-08,1.02475084418074e-07,1.02475083973985e-10
CCE,-123,34,237.5,-122.5,33.5,18,900,850,950,100,ssp585,4.87249040603638,1.94726514816284,5.73619800547931e-08,9.847807014296e-09,1.37070994554733e-08,1.37070996913957e-11
CCE,-123,34,237.5,-122.5,33.5,19,1000,950,1050,100,ssp585,4.28338527679443,1.2771874666214,4.86206488403695e-08,8.37677749387922e-09,1.83346593463085e-09,1.83346588779332e-12
CCE,-123,34,237.5,-122.5,33.5,20,1100,1050,1150,100,ssp585,3.76084017753601,1.06354975700378,3.9282799235707e-08,6.92655532930075e-09,2.45244990981774e-10,9.99999996004197e-13
CCE,-123,34,237.5,-122.5,33.5,21,1200,1150,1250,100,ssp585,3.41731739044189,1.05638360977173,3.23467332918881e-08,5.83613291027518e-09,3.28040476726965e-11,9.99999996004197e-13
CCE,-123,34,237.5,-122.5,33.5,22,1300,1250,1350,100,ssp585,3.17938446998596,1.09462583065033,2.71030895504509e-08,4.88031792755805e-09,4.38787938275564e-12,9.99999996004197e-13
CCE,-123,34,237.5,-122.5,33.5,23,1400,1350,1468.75,118.75,ssp585,3.00620484352112,1.1676834821701,2.33305001984263e-08,4.11527123489464e-09,9.99999996004197e-13,9.99999996004197e-13
CCE,-123,34,237.5,-122.5,33.5,24,1537.5,1468.75,1643.75,175,ssp585,2.78362154960632,1.37937712669373,1.93191240782653e-08,3.25208371343422e-09,9.99999996004197e-13,9.99999996004197e-13
CCE,-123,34,237.5,-122.5,33.5,25,1750,1643.75,1906.25,262.5,ssp585,2.49378967285156,1.79497587680817,1.51920591662247e-08,2.37086594800928e-09,9.99999996004197e-13,9.99999996004197e-13
CCE,-123,34,237.5,-122.5,33.5,26,2062.5,1906.25,2281.25,375,ssp585,2.20178556442261,2.5477774143219,1.29263089121423e-08,1.8623721453892e-09,9.99999996004197e-13,9.99999996004197e-13
CCE,-123,34,237.5,-122.5,33.5,27,2500,2281.25,2750,468.75,ssp585,1.90246784687042,3.88823914527893,1.27546302408632e-08,1.72016134669661e-09,9.99999996004197e-13,9.99999996004197e-13
CCE,-123,34,237.5,-122.5,33.5,28,3000,2750,3250,500,ssp585,1.62430214881897,5.35513544082642,1.43792133755483e-08,1.87425830411314e-09,9.99999996004197e-13,9.99999996004197e-13
CCE,-123,34,237.5,-122.5,33.5,29,3500,3250,3750,500,ssp585,1.40158891677856,6.65463066101074,1.72260108399769e-08,2.2070956173792e-09,9.99999996004197e-13,9.99999996004197e-13
CCE,-123,34,237.5,-122.5,33.5,30,4000,3750,4250,500,ssp585,1.31446206569672,7.17252731323242,1.87482456226462e-08,2.38464692436935e-09,9.99999996004197e-13,9.99999996004197e-13
CCE,-123,34,237.5,-122.5,33.5,31,4500,4250,4750,500,ssp585,NaN,NaN,NaN,NaN,9.99999996004197e-13,9.99999996004197e-13
CCE,-123,34,237.5,-122.5,33.5,32,5000,4750,5250,500,ssp585,NaN,NaN,NaN,NaN,9.99999996004197e-13,9.99999996004197e-13
CCE,-123,34,237.5,-122.5,33.5,33,5500,5250,5750,500,ssp585,NaN,NaN,NaN,NaN,9.99999996004197e-13,9.99999996004197e-13
CCE,-123,34,237.5,-122.5,33.5,34,6000,5750,6250,500,ssp585,NaN,NaN,NaN,NaN,9.99999996004197e-13,9.99999996004197e-13
CCE,-123,34,237.5,-122.5,33.5,35,6500,6250,6750,500,ssp585,NaN,NaN,NaN,NaN,9.99999996004197e-13,9.99999996004197e-13
ETPOMZ,-110,5,249.5,-110.5,4.5,1,2.5,0,6.25,6.25,hist,26.8332901000977,21.5479717254639,0.00174346810672432,0.00118152040522546,0.950951099395752,0.000950951070990413
ETPOMZ,-110,5,249.5,-110.5,4.5,2,10,6.25,15,8.75,hist,26.696310043335,21.5285873413086,0.00175250985193998,0.00117722863797098,0.817772924900055,0.000817772932350636
ETPOMZ,-110,5,249.5,-110.5,4.5,3,20,15,26.25,11.25,hist,26.0040283203125,21.1490802764893,0.00166326644830406,0.00108038890175521,0.668752551078796,0.000668752531055361
ETPOMZ,-110,5,249.5,-110.5,4.5,4,32.5,26.25,41.875,15.625,hist,24.9061489105225,19.8895931243896,0.00134973274543881,0.000845458242110908,0.520063519477844,0.000520063505973667
ETPOMZ,-110,5,249.5,-110.5,4.5,5,51.25,41.875,63.125,21.25,hist,22.2779293060303,16.3209762573242,0.000731935841031373,0.000476575427455828,0.356650412082672,0.000356650416506454
ETPOMZ,-110,5,249.5,-110.5,4.5,6,75,63.125,87.5,24.375,hist,17.9121799468994,11.1194829940796,0.000234854887821712,0.000113861955469474,0.22117979824543,0.00022117979824543
ETPOMZ,-110,5,249.5,-110.5,4.5,7,100,87.5,112.5,25,hist,14.0635900497437,7.56967735290527,6.6307133238297e-05,2.11231345019769e-05,0.133760318160057,0.000133760317112319
ETPOMZ,-110,5,249.5,-110.5,4.5,8,125,112.5,140.625,28.125,hist,12.4400405883789,6.59738826751709,1.35026875796029e-05,4.42229202235467e-06,0.0808926597237587,8.08926561148837e-05
ETPOMZ,-110,5,249.5,-110.5,4.5,9,156.25,140.625,178.125,37.5,hist,11.6871318817139,6.19527769088745,1.52844427248056e-06,7.89180148785817e-07,0.0431406199932098,4.31406187999528e-05
ETPOMZ,-110,5,249.5,-110.5,4.5,10,200,178.125,225,46.875,hist,11.1798868179321,5.75086355209351,5.54078951608972e-07,1.76972591248159e-07,0.0178918223828077,1.78918216988677e-05
ETPOMZ,-110,5,249.5,-110.5,4.5,11,250,225,281.25,56.25,hist,10.726902961731,5.08865880966187,3.57234682724084e-07,9.02990109352686e-08,0.00654362188652158,6.54362202112679e-06
ETPOMZ,-110,5,249.5,-110.5,4.5,12,312.5,281.25,356.25,75,hist,10.1721906661987,3.41158294677734,2.68950145709823e-07,5.59642607811384e-08,0.00186111312359571,1.86111310540582e-06
ETPOMZ,-110,5,249.5,-110.5,4.5,13,400,356.25,450,93.75,hist,9.42716217041016,0.81330406665802,1.70855841474804e-07,3.34836727233778e-08,0.000320117309456691,3.20117294450029e-07
ETPOMZ,-110,5,249.5,-110.5,4.5,14,500,450,550,100,hist,8.48171234130859,0.0514569170773029,8.21622876401307e-08,1.55469148666043e-08,4.28189887315966e-05,4.28189892431874e-08
ETPOMZ,-110,5,249.5,-110.5,4.5,15,600,550,650,100,hist,7.49395656585693,0.0107635362073779,4.64811407141497e-08,8.20360668285502e-09,5.72748149352265e-06,5.72748160010406e-09
ETPOMZ,-110,5,249.5,-110.5,4.5,16,700,650,750,100,hist,6.66996765136719,0.00494424579665065,3.32423759630274e-08,5.54133805508172e-09,7.66109735650389e-07,7.66109731209497e-10
ETPOMZ,-110,5,249.5,-110.5,4.5,17,800,750,850,100,hist,5.94509792327881,0.00744251767173409,2.65596540316437e-08,4.35059588355102e-09,1.02475084418074e-07,1.02475083973985e-10
ETPOMZ,-110,5,249.5,-110.5,4.5,18,900,850,950,100,hist,5.26118755340576,0.0121477879583836,2.1634798841319e-08,3.50285978001352e-09,1.37070994554733e-08,1.37070996913957e-11
ETPOMZ,-110,5,249.5,-110.5,4.5,19,1000,950,1050,100,hist,4.63766527175903,0.0176111683249474,1.80742336652884e-08,2.86775692082131e-09,1.83346593463085e-09,1.83346588779332e-12
ETPOMZ,-110,5,249.5,-110.5,4.5,20,1100,1050,1150,100,hist,4.1181755065918,0.0189086832106113,1.59389905718399e-08,2.5019735172549e-09,2.45244990981774e-10,9.99999996004197e-13
ETPOMZ,-110,5,249.5,-110.5,4.5,21,1200,1150,1250,100,hist,3.69626259803772,0.01245585270226,1.48234846619744e-08,2.36030572864365e-09,3.28040476726965e-11,9.99999996004197e-13
ETPOMZ,-110,5,249.5,-110.5,4.5,22,1300,1250,1350,100,hist,3.37061953544617,0.00324531644582748,1.43593057444491e-08,2.31759611502014e-09,4.38787938275564e-12,9.99999996004197e-13
ETPOMZ,-110,5,249.5,-110.5,4.5,23,1400,1350,1468.75,118.75,hist,3.11962819099426,0.000336436554789543,1.41549838517108e-08,2.28634888799206e-09,9.99999996004197e-13,9.99999996004197e-13
ETPOMZ,-110,5,249.5,-110.5,4.5,24,1537.5,1468.75,1643.75,175,hist,2.84214186668396,0.000128115221741609,1.39866154214019e-08,2.22873497435216e-09,9.99999996004197e-13,9.99999996004197e-13
ETPOMZ,-110,5,249.5,-110.5,4.5,25,1750,1643.75,1906.25,262.5,hist,2.53372764587402,0.00457168975844979,1.38683446948562e-08,2.13900919199261e-09,9.99999996004197e-13,9.99999996004197e-13
ETPOMZ,-110,5,249.5,-110.5,4.5,26,2062.5,1906.25,2281.25,375,hist,2.24975609779358,0.156409949064255,1.40054101649412e-08,2.08320916073035e-09,9.99999996004197e-13,9.99999996004197e-13
ETPOMZ,-110,5,249.5,-110.5,4.5,27,2500,2281.25,2750,468.75,hist,1.89352917671204,1.63899874687195,1.49505083868462e-08,2.04869321507317e-09,9.99999996004197e-13,9.99999996004197e-13
ETPOMZ,-110,5,249.5,-110.5,4.5,28,3000,2750,3250,500,hist,1.62480854988098,4.13899421691895,1.55291957071313e-08,2.03611394411496e-09,9.99999996004197e-13,9.99999996004197e-13
ETPOMZ,-110,5,249.5,-110.5,4.5,29,3500,3250,3750,500,hist,1.3655891418457,6.79558134078979,1.89088851243469e-08,2.38473218949764e-09,9.99999996004197e-13,9.99999996004197e-13
ETPOMZ,-110,5,249.5,-110.5,4.5,30,4000,3750,4250,500,hist,1.33911788463593,7.06731462478638,1.96540792529731e-08,2.47354092763885e-09,9.99999996004197e-13,9.99999996004197e-13
ETPOMZ,-110,5,249.5,-110.5,4.5,31,4500,4250,4750,500,hist,NaN,NaN,NaN,NaN,9.99999996004197e-13,9.99999996004197e-13
ETPOMZ,-110,5,249.5,-110.5,4.5,32,5000,4750,5250,500,hist,NaN,NaN,NaN,NaN,9.99999996004197e-13,9.99999996004197e-13
ETPOMZ,-110,5,249.5,-110.5,4.5,33,5500,5250,5750,500,hist,NaN,NaN,NaN,NaN,9.99999996004197e-13,9.99999996004197e-13
ETPOMZ,-110,5,249.5,-110.5,4.5,34,6000,5750,6250,500,hist,NaN,NaN,NaN,NaN,9.99999996004197e-13,9.99999996004197e-13
ETPOMZ,-110,5,249.5,-110.5,4.5,35,6500,6250,6750,500,hist,NaN,NaN,NaN,NaN,9.99999996004197e-13,9.99999996004197e-13
ETPOMZ,-110,5,249.5,-110.5,4.5,1,2.5,0,6.25,6.25,ssp585,29.8929042816162,21.447151184082,0.0011347234249115,0.000877429905813187,0.950951099395752,0.000950951070990413
ETPOMZ,-110,5,249.5,-110.5,4.5,2,10,6.25,15,8.75,ssp585,29.8059711456299,21.4716510772705,0.00116214889567345,0.000886908848769963,0.817772924900055,0.000817772932350636
ETPOMZ,-110,5,249.5,-110.5,4.5,3,20,15,26.25,11.25,ssp585,29.1647777557373,21.2703227996826,0.0011822881642729,0.000865376438014209,0.668752551078796,0.000668752531055361
ETPOMZ,-110,5,249.5,-110.5,4.5,4,32.5,26.25,41.875,15.625,ssp585,27.6373882293701,20.0732002258301,0.00103465199936181,0.000756842724513263,0.520063519477844,0.000520063505973667
ETPOMZ,-110,5,249.5,-110.5,4.5,5,51.25,41.875,63.125,21.25,ssp585,24.1466522216797,16.4332084655762,0.000586470239795744,0.000508702534716576,0.356650412082672,0.000356650416506454
ETPOMZ,-110,5,249.5,-110.5,4.5,6,75,63.125,87.5,24.375,ssp585,18.9104595184326,11.2497291564941,0.000150115229189396,0.000130753745906986,0.22117979824543,0.00022117979824543
ETPOMZ,-110,5,249.5,-110.5,4.5,7,100,87.5,112.5,25,ssp585,15.7920703887939,8.83522033691406,3.45485204888973e-05,1.97104527615011e-05,0.133760318160057,0.000133760317112319
ETPOMZ,-110,5,249.5,-110.5,4.5,8,125,112.5,140.625,28.125,ssp585,14.5417461395264,7.97745800018311,6.45602631266229e-06,4.23841220253962e-06,0.0808926597237587,8.08926561148837e-05
ETPOMZ,-110,5,249.5,-110.5,4.5,9,156.25,140.625,178.125,37.5,ssp585,13.7777147293091,7.29889154434204,1.57016347657191e-06,7.86496173077467e-07,0.0431406199932098,4.31406187999528e-05
ETPOMZ,-110,5,249.5,-110.5,4.5,10,200,178.125,225,46.875,ssp585,13.0665464401245,6.30069208145142,7.94783261426346e-07,1.9092054515113e-07,0.0178918223828077,1.78918216988677e-05
ETPOMZ,-110,5,249.5,-110.5,4.5,11,250,225,281.25,56.25,ssp585,12.4152345657349,4.78606224060059,4.75463565408063e-07,9.82407541982866e-08,0.00654362188652158,6.54362202112679e-06
ETPOMZ,-110,5,249.5,-110.5,4.5,12,312.5,281.25,356.25,75,ssp585,11.6845979690552,1.99539029598236,2.88363395384295e-07,5.50556649159262e-08,0.00186111312359571,1.86111310540582e-06
ETPOMZ,-110,5,249.5,-110.5,4.5,13,400,356.25,450,93.75,ssp585,10.4875965118408,0.183884486556053,1.49632967350044e-07,2.6365611915935e-08,0.000320117309456691,3.20117294450029e-07
ETPOMZ,-110,5,249.5,-110.5,4.5,14,500,450,550,100,ssp585,9.19292259216309,0.0680905804038048,7.87715848105108e-08,1.31561961325133e-08,4.28189887315966e-05,4.28189892431874e-08
ETPOMZ,-110,5,249.5,-110.5,4.5,15,600,550,650,100,ssp585,8.16307544708252,0.0476079024374485,5.16661806670982e-08,8.57162518741461e-09,5.72748149352265e-06,5.72748160010406e-09
ETPOMZ,-110,5,249.5,-110.5,4.5,16,700,650,750,100,ssp585,7.25499677658081,0.0321941524744034,3.84234475347967e-08,6.32542995759877e-09,7.66109735650389e-07,7.66109731209497e-10
ETPOMZ,-110,5,249.5,-110.5,4.5,17,800,750,850,100,ssp585,6.40826797485352,0.021756075322628,2.99908613499156e-08,4.89328977337777e-09,1.02475084418074e-07,1.02475083973985e-10
ETPOMZ,-110,5,249.5,-110.5,4.5,18,900,850,950,100,ssp585,5.62910985946655,0.0285964719951153,2.41126159039595e-08,3.91362053875355e-09,1.37070994554733e-08,1.37070996913957e-11
ETPOMZ,-110,5,249.5,-110.5,4.5,19,1000,950,1050,100,ssp585,4.94085359573364,0.0443844757974148,1.99768326325511e-08,3.20800075392924e-09,1.83346593463085e-09,1.83346588779332e-12
ETPOMZ,-110,5,249.5,-110.5,4.5,20,1100,1050,1150,100,ssp585,4.35981893539429,0.0559295900166035,1.74211223225029e-08,2.78007505905009e-09,2.45244990981774e-10,9.99999996004197e-13
ETPOMZ,-110,5,249.5,-110.5,4.5,21,1200,1150,1250,100,ssp585,3.87060856819153,0.0450636595487595,1.60004045568485e-08,2.5742536990947e-09,3.28040476726965e-11,9.99999996004197e-13
ETPOMZ,-110,5,249.5,-110.5,4.5,22,1300,1250,1350,100,ssp585,3.48965191841125,0.0246920827776194,1.49934411552977e-08,2.44041498120851e-09,4.38787938275564e-12,9.99999996004197e-13
